#{"t_start": 1595093828.7613735, "env_id": "cdtn-more-simplified-v2"}
r,l,t
1e-05,60,370.575446
0.0,60,743.071643
0.657178,60,1014.90607
0.0,60,1090.256033
0.0,60,1164.222553
0.0,60,1273.463045
0.0,60,1408.211668
0.0,60,1520.655413
1.2e-05,60,1620.726385
0.029475,60,2017.104755
1.396098,60,2282.175365
0.0,60,2625.355319
0.024262,60,2926.703254
2.220752,60,3130.947935
0.0,60,3224.887522
0.000131,60,3626.508204
0.0,60,3699.320052
7e-06,60,3833.229198
0.000197,60,4229.932207
0.0,60,4361.192514
0.05096,60,4802.085635
0.0,60,5225.832001
0.0,60,5652.836534
0.459519,60,5985.377204
0.0007,60,6383.125973
0.001975,60,6765.348422
0.552546,60,6915.912203
0.0,60,7050.530737
0.0,60,7410.069982
1.48736,60,7737.625266
3.6e-05,60,7961.855561
0.00024,60,8376.759799
0.175057,60,8790.477069
0.0,60,9052.282615
0.0,60,9153.321681
0.0,60,9307.390689
0.883223,60,9689.865946
0.0,60,9988.859477
1.148808,60,10277.586601
0.0,60,10514.955972
0.0,60,10591.549972
1e-06,60,11009.91855
0.585908,60,11351.921993
0.0,60,11430.041842
0.0,60,11503.807769
2.314302,60,11690.126254
0.0,60,11766.284871
0.0,60,11909.5065
1.681867,60,12170.500106
0.0,60,12248.520316
0.007399,60,12606.83845
0.242232,60,12938.971065
0.0,60,13175.021746
0.0,60,13368.068833
1e-06,60,13596.548964
0.0,60,13862.631642
0.0,60,14061.545521
0.0,60,14137.57675
0.007739,60,14484.888788
1e-06,60,14820.285664
0.001913,60,15145.215859
0.0,60,15324.440634
0.0,60,15527.609835
1.5e-05,60,15673.918267
0.0,60,15925.052036
0.0,60,16173.961638
0.417468,60,16511.769567
0.000137,60,16915.565938
0.0,60,17014.726265
0.0,60,17317.033301
0.00401,60,17651.02249
0.0,60,17827.836112
0.0,60,18100.943703
0.0,60,18174.838059
0.006311,60,18537.688787
0.0,60,18858.866335
0.0,60,18991.933583
0.0,60,19067.186066
0.0,60,19142.513517
0.0,60,19215.025404
0.0,60,19301.636278
0.036691,60,19610.079959
0.000188,60,20005.500626
0.0,60,20080.178115
0.0,60,20521.287605
9e-06,60,20768.616713
0.0,60,20841.053541
0.0,60,21087.104547
0.132242,60,21322.813651
0.066799,60,21694.024816
0.0,60,21769.184592
0.0,60,21865.522845
0.037408,60,22147.157764
1.752972,60,22342.445951
0.208238,60,22579.550885
0.0,60,22798.700933
0.0,60,22928.363609
0.102269,60,23380.0128
9e-06,60,23512.061477
0.0,60,23693.178871
0.001032,60,24083.148139
0.0,60,24212.481155
0.007335,60,24552.698395
0.0,60,24750.564004
5.096002,60,24880.717954
5.226978,60,25011.712454
5.171188,60,25142.875643
0.0,60,25273.127474
2.551,60,25519.221555
3.105136,60,25685.538892
8e-06,60,26112.466024
0.0,60,26242.672123
0.0,60,26316.283168
0.0,60,26544.472678
0.0,60,26619.639883
0.0,60,26845.016766
0.0,60,26918.548215
0.00069,60,27355.109475
0.0,60,27463.95019
0.0,60,27536.57297
0.0,60,27668.755693
0.0,60,27744.633029
0.0,60,27875.742721
0.0,60,27949.57285
0.0,60,28139.162975
3.188843,60,28317.713645
0.0,60,28699.791012
0.0,60,28920.622643
0.0,60,28994.773655
3.17762,60,29157.029613
0.020118,60,29270.223656
0.025867,60,29382.438934
4.121675,60,29513.045977
0.0,60,29641.526582
0.0,60,29773.582297
5e-06,60,30214.299243
0.0,60,30578.012503
9.9e-05,60,30976.580616
3.5e-05,60,31109.752404
0.005831,60,31490.120636
0.093613,60,31905.817611
0.001501,60,32275.935427
0.0,60,32349.826375
0.0,60,32423.901826
0.0,60,32498.805168
0.0,60,32571.774298
0.015283,60,32676.141047
0.0401,60,33084.535502
0.0,60,33215.933834
0.0,60,33347.143461
0.0,60,33473.356586
0.0,60,33852.247776
0.0,60,34213.998754
0.0,60,34442.68901
0.0,60,34519.518773
0.0,60,34594.814041
0.0,60,34675.361872
0.025,60,35114.137643
0.0,60,35451.585905
0.000796,60,35809.931684
0.044121,60,36008.289923
0.0,60,36094.665262
0.0,60,36440.761231
0.0,60,36536.578549
0.908235,60,36752.195482
0.0,60,37007.701983
0.0,60,37089.487723
0.908212,60,37306.116442
5.171245,60,37437.030498
0.0,60,37615.548256
0.0,60,37795.971672
0.056169,60,38212.253569
0.000587,60,38559.042385
0.102167,60,38719.984147
0.0,60,38966.986812
4.18694,60,39119.411848
2.401797,60,39309.123833
0.0,60,39684.686546
0.0,60,40053.232586
0.005715,60,40438.832917
0.0,60,40809.562477
0.0,60,40885.748795
0.0001,60,41243.289311
0.10077,60,41355.5049
3.201017,60,41522.373082
0.000563,60,41856.947418
0.0,60,41932.699514
2.7e-05,60,42062.705314
0.0,60,42189.001346
0.0,60,42321.282288
0.0,60,42395.749854
4.271908,60,42526.507618
0.0,60,42687.838262
0.0,60,42762.507114
1.96329,60,42962.795051
0.0,60,43312.144136
0.0,60,43385.253589
0.0,60,43464.011014
1e-06,60,43912.357942
0.0,60,44018.086398
0.0,60,44122.02799
0.0,60,44229.629785
4.372151,60,44361.591158
0.0,60,44446.78522
3.322951,60,44578.533739
0.0,60,44666.676452
0.0,60,44739.23579
0.006605,60,45145.483822
0.0,60,45219.204267
0.0,60,45324.088824
0.0,60,45403.135466
0.0,60,45477.369769
0.0,60,45555.51167
0.0,60,45920.35086
0.0,60,46098.854294
0.0,60,46176.932639
0.0,60,46260.311375
4.476466,60,46421.752013
1.391009,60,46645.682509
0.056382,60,47067.839914
0.0,60,47142.308979
0.038051,60,47603.380102
0.0,60,47759.416337
5.280162,60,47890.829274
0.0,60,48003.055061
0.0,60,48135.393054
0.0,60,48223.066084
0.006791,60,48674.278113
0.00271,60,49056.106333
0.0,60,49495.872198
3.31736,60,49627.002651
0.0,60,49704.798847
0.0,60,49782.737463
0.005266,60,50197.474294
0.0,60,50330.848157
0.0,60,50462.123534
0.0,60,50624.220998
0.0,60,50697.952597
0.0,60,50772.997916
0.0,60,50846.953436
0.0,60,50922.708635
0.0,60,51222.532423
0.0,60,51378.30652
0.0,60,51452.242373
0.0,60,51603.618733
0.0,60,51729.532799
0.0,60,51803.409993
0.0,60,51935.829026
0.0,60,52068.588675
0.0,60,52269.079419
0.0,60,52413.049406
0.644149,60,52711.55721
0.0,60,53015.805044
3.271001,60,53147.117932
0.0,60,53321.803929
0.0,60,53396.029135
4.62084,60,53559.186376
0.002802,60,53903.736612
0.0,60,54289.392381
0.907951,60,54512.847717
0.0,60,54631.253166
0.0,60,54815.096674
0.010806,60,55258.25327
5.793042,60,55405.045002
0.0,60,55588.751728
0.0,60,55773.181807
0.0,60,55976.677414
0.0,60,56187.25332
0.0,60,56400.370735
0.0,60,56474.493735
0.023825,60,56909.646633
0.002426,60,57385.000777
2.916922,60,57515.08811
5.227036,60,57646.552044
0.014038,60,58035.000097
0.0,60,58396.335011
7e-06,60,58862.243064
0.0,60,59106.586951
4.655983,60,59237.838814
0.0,60,59541.51897
0.001561,60,59990.51546
0.0,60,60322.332567
0.0,60,60398.023127
0.0,60,60471.007088
3.312765,60,60602.432843
0.921479,60,60829.350762
0.043804,60,61317.942372
3.191312,60,61482.775239
0.0,60,61561.646797
0.908086,60,61782.417906
5.000881,60,61913.464963
2.109717,60,62122.427364
0.0,60,62198.631118
0.0,60,62310.906271
0.0,60,62650.750715
0.0,60,62727.752725
3.763333,60,62852.621633
0.106904,60,63308.002365
0.024899,60,63727.245856
0.0,60,63803.856129
0.0,60,63948.097122
0.000439,60,64416.689851
3.350164,60,64553.534593
0.0,60,64999.376956
0.0,60,65075.704595
1.876887,60,65290.945808
0.043767,60,65771.145284
0.0,60,65851.708366
0.0,60,65928.778161
4.310958,60,66058.051925
0.0,60,66267.881405
0.0,60,66483.03773
0.0,60,66558.115579
0.0,60,66632.220416
0.000852,60,67031.442267
0.0,60,67503.702432
3.957242,60,67633.705016
0.0,60,67758.516502
4.273158,60,67889.810265
4.064469,60,68055.669412
4.138594,60,68184.658052
0.004662,60,68670.685324
3.793618,60,68803.771958
3.707543,60,68932.974646
